jurisdiction,includes_jails,year,prisoner_count,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft
NEVADA,False,2016,13932,False,False,2939254.0,19924.0,228.0,,1729.0,6338.0,11629.0,75922.0,18816.0,43949.0,13157.0
NEW HAMPSHIRE,False,2016,2599,False,False,1335015.0,2668.0,19.0,,609.0,431.0,1609.0,20323.0,2989.0,16454.0,880.0
NEW JERSEY,False,2016,19458,False,False,8978416.0,21861.0,378.0,,1454.0,8940.0,11089.0,138012.0,25229.0,101459.0,11324.0
NEW MEXICO,False,2016,6996,False,False,2085432.0,14585.0,139.0,,1527.0,2737.0,10182.0,81930.0,17280.0,52907.0,11743.0
NEW YORK,False,2016,50611,False,False,19836286.0,74315.0,629.0,,6281.0,22310.0,45095.0,305224.0,39850.0,250990.0,14384.0
NORTH CAROLINA,False,2016,35970,False,False,10156689.0,37767.0,678.0,,2847.0,9336.0,24906.0,277765.0,72082.0,190377.0,15306.0
NORTH DAKOTA,False,2016,1639,False,False,755548.0,1905.0,16.0,,356.0,181.0,1352.0,17451.0,3248.0,12249.0,1954.0
OHIO,False,2016,52172,False,False,11622554.0,35759.0,683.0,,5754.0,12574.0,16748.0,300945.0,67081.0,214102.0,19762.0
OKLAHOMA,False,2016,26367,False,False,3921207.0,17855.0,247.0,,2100.0,3174.0,12334.0,118010.0,29376.0,76358.0,12276.0
OREGON,False,2016,14579,False,False,4085989.0,10983.0,116.0,,1784.0,2307.0,6776.0,121716.0,16919.0,91507.0,13290.0
PENNSYLVANIA,False,2016,48287,False,False,12787085.0,40389.0,674.0,,4459.0,12314.0,22942.0,222394.0,35178.0,174147.0,13069.0
RHODE ISLAND,True,2016,2887,False,False,1057566.0,2529.0,29.0,,445.0,541.0,1514.0,18910.0,3650.0,14157.0,1103.0
SOUTH CAROLINA,False,2016,20376,False,False,4959822.0,25137.0,358.0,,2491.0,4071.0,18217.0,161534.0,33149.0,114455.0,13930.0
SOUTH DAKOTA,False,2016,3770,False,False,861542.0,3636.0,28.0,,526.0,274.0,2808.0,17207.0,3002.0,12705.0,1500.0
TENNESSEE,False,2016,21539,False,False,6649404.0,42459.0,495.0,,2803.0,7829.0,31332.0,191199.0,40607.0,135353.0,15239.0
TEXAS,False,2016,151276,False,False,27904862.0,121064.0,1478.0,,13446.0,33298.0,72842.0,769892.0,148796.0,552106.0,68990.0
UTAH,False,2016,4502,False,False,3044321.0,7406.0,74.0,,1560.0,1528.0,4244.0,90561.0,12938.0,68261.0,9362.0
VERMONT,True,2016,1735,False,False,623354.0,851.0,14.0,,170.0,78.0,589.0,9705.0,1884.0,7637.0,184.0
VIRGINIA,False,2016,29882,False,False,8414380.0,18495.0,482.0,,2830.0,4826.0,10357.0,157292.0,20159.0,127285.0,9848.0
WASHINGTON,False,2016,17228,False,False,7280934.0,22101.0,195.0,,3133.0,5649.0,13124.0,254994.0,49249.0,173423.0,32322.0
WEST VIRGINIA,False,2016,5899,False,False,1828637.0,6633.0,85.0,,684.0,720.0,5144.0,37282.0,9127.0,25657.0,2498.0
WISCONSIN,False,2016,23163,False,False,5772917.0,17716.0,232.0,,2005.0,4707.0,10772.0,111911.0,19498.0,82455.0,9958.0
WYOMING,False,2016,2352,False,False,584910.0,1431.0,20.0,,206.0,59.0,1146.0,11460.0,1771.0,8889.0,800.0
